ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,bid_sz_00,bid_ct_00,bid_px_01,bid_sz_01,bid_ct_01,bid_px_02,bid_sz_02,bid_ct_02,bid_px_03,bid_sz_03,bid_ct_03,bid_px_04,bid_sz_04,bid_ct_04,bid_px_05,bid_sz_05,bid_ct_05,bid_px_06,bid_sz_06,bid_ct_06,bid_px_07,bid_sz_07,bid_ct_07,bid_px_08,bid_sz_08,bid_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_00,ask_sz_00,ask_ct_00,ask_px_01,ask_sz_01,ask_ct_01,ask_px_02,ask_sz_02,ask_ct_02,ask_px_03,ask_sz_03,ask_ct_03,ask_px_04,ask_sz_04,ask_ct_04,ask_px_05,ask_sz_05,ask_ct_05,ask_px_06,ask_sz_06,ask_ct_06,ask_px_07,ask_sz_07,ask_ct_07,ask_px_08,ask_sz_08,ask_ct_08,ask_px_09,ask_sz_09,ask_ct_09,symbol,order_id
2025-07-17T15:58:14.664939310Z,2025-07-17T15:58:14.664774078Z,10,2,1108,C,A,10,15.860000000,100,320484817,165232,267658931,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.664939310Z,2025-07-17T15:58:14.664774078Z,10,2,1108,A,A,10,16.080000000,100,320486945,165232,267658931,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.672315806Z,2025-07-17T15:58:14.672150755Z,10,2,1108,C,A,10,14.050000000,100,320484985,165051,267658982,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.672365974Z,2025-07-17T15:58:14.672200872Z,10,2,1108,A,A,10,14.120000000,100,320487017,165102,267658983,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.673184116Z,2025-07-17T15:58:14.673019194Z,10,2,1108,C,A,10,14.120000000,100,320487017,164922,267658989,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.673230480Z,2025-07-17T15:58:14.673065320Z,10,2,1108,A,A,10,14.260000000,100,320487025,165160,267658990,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.682945541Z,2025-07-17T15:58:14.682780396Z,10,2,1108,C,A,10,14.760000000,100,320484821,165145,267659018,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.682945541Z,2025-07-17T15:58:14.682780396Z,10,2,1108,A,A,10,14.960000000,100,320487105,165145,267659018,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.710787891Z,2025-07-17T15:58:14.710622495Z,10,2,1108,C,A,10,14.910000000,100,320486925,165396,267659178,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:14.710787891Z,2025-07-17T15:58:14.710622495Z,10,2,1108,A,A,10,15.060000000,100,320487357,165396,267659178,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:15.564070256Z,2025-07-17T15:58:15.563904700Z,10,2,1108,C,A,10,14.680000000,100,320484781,165556,267672469,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:15.564070256Z,2025-07-17T15:58:15.563904700Z,10,2,1108,A,A,10,14.870000000,100,320504473,165556,267672469,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:15.577719796Z,2025-07-17T15:58:15.577554368Z,10,2,1108,C,A,10,14.690000000,100,320484825,165428,267672549,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:15.577719796Z,2025-07-17T15:58:15.577554368Z,10,2,1108,A,A,10,14.880000000,100,320504609,165428,267672549,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:16.502080515Z,2025-07-17T15:58:16.501915292Z,10,2,1108,A,A,10,14.110000000,100,320519893,165223,267685252,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:19.965200980Z,2025-07-17T15:58:19.965034325Z,10,2,1108,A,A,10,13.940000000,15,320588689,166655,267738403,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:20.237833402Z,2025-07-17T15:58:20.237668047Z,10,2,1108,C,A,10,14.110000000,100,320519893,165355,267745213,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:20.237833402Z,2025-07-17T15:58:20.237668047Z,10,2,1108,A,A,10,13.950000000,100,320595817,165355,267745213,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:20.705512171Z,2025-07-17T15:58:20.705344578Z,10,2,1108,C,A,10,13.940000000,15,320588689,167593,267754327,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:30.800053062Z,2025-07-17T15:58:30.799887713Z,10,2,1108,A,A,10,13.890000000,15,320833897,165349,267913947,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:30.905657319Z,2025-07-17T15:58:30.905491759Z,10,2,1108,C,A,10,13.950000000,100,320595817,165560,267919515,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:30.905657319Z,2025-07-17T15:58:30.905491759Z,10,2,1108,A,A,10,13.900000000,100,320839125,165560,267919515,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:30.906412286Z,2025-07-17T15:58:30.906246950Z,10,2,1108,C,A,10,15.060000000,100,320487357,165336,267919540,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:30.906412286Z,2025-07-17T15:58:30.906246950Z,10,2,1108,A,A,10,14.980000000,100,320839149,165336,267919540,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:30.916726353Z,2025-07-17T15:58:30.916561264Z,10,2,1108,C,A,10,14.260000000,100,320487025,165089,267919917,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:30.916784278Z,2025-07-17T15:58:30.916619122Z,10,2,1108,A,A,10,14.180000000,100,320839577,165156,267919919,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:31.124388717Z,2025-07-17T15:58:31.124222733Z,10,2,1108,C,A,10,14.870000000,100,320504473,165984,267925564,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:31.124388717Z,2025-07-17T15:58:31.124222733Z,10,2,1108,A,A,10,14.760000000,100,320845893,165984,267925564,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:31.136439248Z,2025-07-17T15:58:31.136273403Z,10,2,1108,C,A,10,14.880000000,100,320504609,165845,267925951,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:31.136439248Z,2025-07-17T15:58:31.136273403Z,10,2,1108,A,A,10,14.770000000,100,320846429,165845,267925951,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:40.799952243Z,2025-07-17T15:58:40.799787018Z,10,2,1108,A,A,10,13.830000000,15,321038033,165225,268074431,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.690244473Z,2025-07-17T15:58:43.690078924Z,10,2,1108,C,A,10,13.900000000,100,320839125,165549,268115228,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.690244473Z,2025-07-17T15:58:43.690078924Z,10,2,1108,A,A,10,13.840000000,100,321096769,165549,268115228,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.690988921Z,2025-07-17T15:58:43.690823184Z,10,2,1108,C,A,10,14.980000000,100,320839149,165737,268115235,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.690988921Z,2025-07-17T15:58:43.690823184Z,10,2,1108,A,A,10,14.910000000,100,321096793,165737,268115235,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.693394500Z,2025-07-17T15:58:43.693228946Z,10,2,1108,C,A,10,17.760000000,100,320486937,165554,268115265,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.693394500Z,2025-07-17T15:58:43.693228946Z,10,2,1108,A,A,10,17.580000000,100,321096825,165554,268115265,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.695055785Z,2025-07-17T15:58:43.694890264Z,10,2,1108,C,A,10,16.080000000,100,320486945,165521,268115287,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.695055785Z,2025-07-17T15:58:43.694890264Z,10,2,1108,A,A,10,15.920000000,100,321096889,165521,268115287,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.716437124Z,2025-07-17T15:58:43.716271172Z,10,2,1108,C,A,10,14.960000000,100,320487105,165952,268115456,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:43.716437124Z,2025-07-17T15:58:43.716271172Z,10,2,1108,A,A,10,14.810000000,100,321097197,165952,268115456,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:44.903740109Z,2025-07-17T15:58:44.903574654Z,10,2,1108,A,A,10,13.830000000,100,321114473,165455,268129040,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:44.924114268Z,2025-07-17T15:58:44.923948853Z,10,2,1108,C,A,10,14.180000000,100,320839577,165415,268129217,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:44.924165875Z,2025-07-17T15:58:44.924000519Z,10,2,1108,A,A,10,14.110000000,100,321114729,165356,268129218,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:51.241342265Z,2025-07-17T15:58:51.241176997Z,10,2,1108,C,A,10,13.890000000,15,320833897,165268,268212338,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:51.254127339Z,2025-07-17T15:58:51.253961905Z,10,2,1108,A,A,10,13.800000000,100,321225725,165434,268212497,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:51.254871890Z,2025-07-17T15:58:51.254706004Z,10,2,1108,C,A,10,14.910000000,100,321096793,165886,268212499,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:51.254871890Z,2025-07-17T15:58:51.254706004Z,10,2,1108,A,A,10,14.870000000,100,321225745,165886,268212499,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:51.260753179Z,2025-07-17T15:58:51.260587778Z,10,2,1108,C,A,10,13.830000000,100,321114473,165401,268212534,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:53.579628288Z,2025-07-17T15:58:53.579462029Z,10,2,1108,C,A,10,13.830000000,15,321038033,166259,268250290,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:53.580217445Z,2025-07-17T15:58:53.580052014Z,10,2,1108,C,A,10,13.840000000,100,321096769,165431,268250346,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:53.580217445Z,2025-07-17T15:58:53.580052014Z,10,2,1108,A,A,10,13.810000000,100,321272581,165431,268250346,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:54.584124215Z,2025-07-17T15:58:54.583958582Z,10,2,1108,C,A,10,14.770000000,100,320846429,165633,268265585,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
2025-07-17T15:58:54.584124215Z,2025-07-17T15:58:54.583958582Z,10,2,1108,A,A,10,14.650000000,100,321293737,165633,268265585,13.31,10,1,13.28,1,2,13.27,10,1,13.14,1,1,13.13,100,1,13.11,100,1,13.10,100,1,13.04,2,1,13.02,200,2,12.99,100,1,13.40,0,-10,13.59,0,-1,13.60,0,-1,13.63,0,-1,13.64,0,-2,13.66,0,-2,13.67,0,-1,13.68,0,-2,13.69,0,-2,13.70,0,-3,ARL,0
